#ID,Type,Name [JA],Name [EN],Rarity,Grade,Physical,Magical,Range Distance,Special Performance,Durability,Hardness,Weight,Slash,Strike,Pierce,checkup,Bonus Tolerance,FIG,THI,MAG,PRI,SAM,NIN,BIS,LOR,CLO,ALC,Occupations,HP,MP,STR,VIT,DEX,AGI,INT,PIE,LUK,Poison,Paralysis,Stone,Faint,Blind,Sleep,Silent,Charm,Confus ,Fear,Fire Def,Water Def,Wind Def,Earth Def,Light Def,Dark Def,Fire Atk,Water Atk,Wind Atk,地攻,光攻,闇攻,Sellable,Tradable,NEW,Lootable,Blessable,Cursable,Lower Limit,Upper Limit,Requirements,When Equipped [JA],When equipped [EN],Positive Effect,Abnormal State [JA],Abnormal State [EN],Abnormal State [JA] (text),Abnormal State [EN] (text),Status Effect,Comment [JA],Comment [EN],Obtained [JA],Obtained [EN],Note [JA],Note [EN],Collation [JA],Collation [EN],Evidence
10300602,One-Handed Sword,歪竜の剣,Sword of distortion dragon,Normal,14,110,0,0,0,62,3,3.7,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,38,-1,,,,FALSE,,,,,0%,,,,,[ジェムソケット固定] △○◇,[Gem socket retaining] △ ○ ◇,,,A
10300604,One-Handed Sword,フェンドアテンダ,Fen door Tenda,Good,13,76,0,0,0,35,2,4.5,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,100,0,0,5,0,0,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,
10300608,One-Handed Sword,恫喝の剣,Sword of intimidation,Master,10,80,0,0,0,35,2,4.5,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,20,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27,-1,,,,FALSE,沈黙,silence,チンモク,Silence,-2%,,,,,,,,,
10300609,One-Handed Sword,フェイションソード,Faye and Deployment Sword,Legend,1,118,0,0,0,0,3,0,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,,,,,[不明] 耐久度・重量,[Unknown] durability and weight,,,
10300610,One-Handed Sword,キマイラブレイド,Chimera Blade,Master,24,228,102,0,0,35,2,5.5,80,0,20,ok,32,0,0,0,0,0,0,0,1,0,1,640,90,0,6,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,火属性ダメージ増加,Fire attribute damage increase,TRUE,火炎毒,Flame poison,カヘントク,Kahentoku,-2%,,,,,,,,,E
10300701,One-Handed Sword,ヴァイキングソード,Viking Sword,Normal,11,75,0,0,0,35,2,4.8,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,A
10300705,One-Handed Sword,ヒュレンスソード,Fuse Reference Sword,Legend,1,140,0,0,0,70,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,20,35,,,,FALSE,,,,,0%,,,,,,,,,A
10300706,One-Handed Sword,ヴォリションスパーダ,Vori Deployment Spada,Good,14,91,99,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,0,0,3,0,0,-3,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,38,-1,,デビルキラー,Devil killer,TRUE,,,,,0%,,,,,,,,,A
10300707,One-Handed Sword,シャドウスクラッチ,Shadow scratch,Good,26,233,248,0,0,35,2,4,80,0,20,ok,28,1,0,0,0,1,0,0,1,1,1,913,70,0,7,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,,,FALSE,,,,,0%,,,,,,,,,E
10300802,One-Handed Sword,クレスニール,Kuresuniru,Normal,13,79,0,0,0,40,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,A
10300804,One-Handed Sword,栄光の剣,Sword of glory,Other,1,348,372,0,0,35,2,4,80,0,20,ok,0,1,0,0,0,1,0,0,1,1,1,913,40,0,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,40,-1,,,,FALSE,,,,,0%,,,[キャンペーン] ラストカムバック・新規登録キャンペーン,[Campaign] last comeback and new registration campaign,[ジェムソケット固定] △○◇,[Gem socket retaining] △ ○ ◇,,,E
10300805,One-Handed Sword,クオーツソード,Quartz Sword,Good,15,94,95,0,0,35,3,4.7,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,10,15,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,40,-1,,,,FALSE,魔法防御力低下,Lowering magic defense force,マホウホウキヨリヨクテイカ,Magic broom better Tayca,-3%,,,,,,,,,
10300806,One-Handed Sword,イオニックサーベル,Ionic saber,Normal,17,98,0,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,,,FALSE,,,,,0%,,,,,,,,,
10300807,One-Handed Sword,フレイトファルシオン,Freight falchion,Good,21,146,151,0,0,35,3,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,60,40,3,5,-3,-1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,,,FALSE,恐怖,Fear,キヨウフ,Kiyoufu,-1%,,,,,,,,,A
10300901,One-Handed Sword,ブラックプリンス,Black Prince,Master,15,105,0,0,0,35,2,4,80,0,20,ok,28,1,0,0,0,1,0,0,1,1,1,913,-100,0,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,40,-1,,罪累,Tsumirui,TRUE,,,,,0%,,,,,,,,,E
10300904,One-Handed Sword,七星の長剣,Long sword of Seven Star,Master,18,132,133,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,70,70,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,ハードヒットダメージ増加,Hard hit damage increase,TRUE,,,,,0%,,,,,,,,,A
10300907,One-Handed Sword,怨嗟呪剣,Ensa curse sword,Master,21,166,170,0,0,35,2,4,70,0,30,ok,-1,1,0,0,0,1,0,0,1,1,1,913,60,0,7,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,20,20,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,呪穿孔,Curse drilling,TRUE,,,,,0%,,,,,,,,,A
10300908,One-Handed Sword,魔撃の剣,Sword of Ma撃,Master,22,166,235,0,0,35,2,4,80,0,20,ok,-1,0,0,1,0,1,0,0,1,0,1,660,0,100,0,0,4,5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,-1,,HH ダメージ増加,HH damage increase,TRUE,魔法防御力低下,Lowering magic defense force,マホウホウキヨリヨクテイカ,Magic broom better Tayca,-3%,,,,,,,,,
10301002,One-Handed Sword,アーティブレイク,Artie break,Artifact,19,303,305,0,0,50,3,9.5,80,0,20,ok,0,1,0,0,0,0,0,0,1,0,1,641,150,50,8,6,0,2,3,3,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,"STR 40, VIT 40",,,FALSE,メルトダウン,meltdown,メルトタウン,Melt Town,-10%,,,,,,,,,E
10301003,One-Handed Sword,朽ちた狂王の剣,Sword of rotten Kyoo,Legend,7,92,33,0,0,55,5,4.5,80,0,20,ok,0,1,0,0,0,1,0,0,1,1,1,913,0,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,-1,SR 7,,,FALSE,麻痺 & 恐怖,Paralysis and fear,マヒキヨウフ,Mahikiyoufu,-1%,かなり古いもののようで本来の力は失われているが、それでも不気味な雰囲気を発しており、手にすることをためらわせる。,"It has been lost in the original force as quite old, but still have issues an eerie atmosphere to hesitate to hand.",,,,,,,E
10301102,One-Handed Sword,パイソンマチェット,Python Matchett,Good,24,196,205,0,0,55,2,4.5,80,0,20,ok,27,1,0,0,0,1,0,0,1,1,1,913,50,0,6,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,一定確率で HP 吸収,HP absorption at a certain probability,TRUE,,,,,0%,,,,,,,,,E
10301104,One-Handed Sword,ディストアッシャー,Dist Usher,Good,16,98,0,0,0,55,2,4.5,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,30,0,3,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,ヘイト蓄積量減少,Hate accumulated loss,TRUE,恐怖,Fear,キヨウフ,Kiyoufu,-1%,,,,,,,,,
10301106,One-Handed Sword,サニティブレイカー,Sanity Breaker,Normal,15,86,0,0,0,55,2,4.5,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,,,FALSE,恐怖,Fear,キヨウフ,Kiyoufu,-2%,,,,,,,,,
10301107,One-Handed Sword,アルクチカブレード,Arc Chica blade,Master,18,128,130,0,0,55,2,4.5,80,0,20,ok,29,1,0,0,0,1,0,0,1,1,1,913,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,,,FALSE,移動停止,Movement stop,イトウテイシ,Itouteishi,-3%,,,,,,,,,E
10301108,One-Handed Sword,イグニスプルーム,Ignis plume,Legend,26,475,475,0,0,55,2,9.6,80,0,20,ok,0,1,0,0,0,1,0,0,1,1,1,913,100,20,12,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,-1,,インベストフレイム,Invest Flame,TRUE,,,,,0%,,,,,[未鑑定] ？燃え上がる剣,[Unidentified]? Sword that flare up,,,E
10302101,One-Handed Sword,レフィーネ,Refine,Master,23,191,204,0,0,41,2,3.8,80,0,20,ok,32,1,0,0,0,1,0,0,1,1,1,913,80,0,7,0,0,2,9,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,風属性ダメージ増加,Increase wind attribute damage,TRUE,,,,,0%,,,,,,,,,E
10302102,One-Handed Sword,セリスティナ,Serisutina,Master,14,100,124,0,0,41,2,3.8,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,50,50,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,38,-1,,プロテ + レジスト,Proteinase + resist,TRUE,,,,,0%,,,,,,,,,A
10302103,One-Handed Sword,ルシャトリエセイバー,Rusha triethanolamine Saber,Good,17,104,20,0,0,41,2,3.8,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,40,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,,,FALSE,ランダム効果,Random effects,ランタムコウカ,Rantamukouka,-5%,,,,,,,,,A
10302104,One-Handed Sword,ウィスタリアセイバー,Wisutaria Saber,Normal,12,83,0,0,0,52,2,3.8,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,33,-1,,,,FALSE,INT 低下,INT decline,インテリシエンステイカ,Intelligent Hsien Stay mosquitoes,-2%,,,,,,,,,A
10310301,One-Handed Sword,グローリーソード,Glory Sword,Master,16,114,0,0,0,35,2,4,80,0,20,ok,-1,0,0,0,0,0,0,0,1,0,0,128,90,-50,0,5,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,ガード成功時ディバインアーマー,Guard Success Divine Armor,TRUE,,,,,0%,,,,,,,,,A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310304,One-Handed Sword,ペンデルコール,Pendellosung call,Master,25,236,253,0,0,35,2,4,80,0,20,ok,33,1,0,0,0,1,0,0,1,1,1,913,100,0,7,6,-2,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,ガード成功時リジェネレーション,Guard success during regeneration,TRUE,,,,,0%,,,,,,,,,E
10310306,One-Handed Sword,赤晶の剣,Sword of AkaAkira,Good,20,138,140,0,0,35,3,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,30,40,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,50,-1,,討伐時 HP 回復,Subdue the time of HP recovery,TRUE,,,,,0%,,,,,,,,,
10310307,One-Handed Sword,セイクリッドサーベル,Sacred saber,Normal,18,108,105,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,46,-1,,,,FALSE,,,,,0%,,,,,,,,,A
10310403,One-Handed Sword,アースブレイド,Earth Blade,Master,15,108,36,0,0,35,2,4,80,0,20,ok,-1,0,0,0,0,0,0,0,1,0,0,128,40,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,地属性追加攻撃,Earth attribute additional attack,TRUE,,,,,0%,,,,,,,,,
10310404,One-Handed Sword,デスブリンガー,Desuburinga,Master,21,161,166,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,-20,0,6,-3,3,0,5,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,STR による物理攻撃力上昇,Physical attack power rise due to STR,TRUE,物理被ダメ増加,Physical object to be useless increase,フツリヒタメソウカ,Hutu Li Fei Tame Soka,-3%,,,,,,,,,A
10310502,One-Handed Sword,山吹の牢剣,Prison sword of Yamabuki,Master,14,102,0,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,77,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,38,-1,,ホーリーブレス,Holy Breath,TRUE,,,,,0%,,,,,,,,,A
10310504,One-Handed Sword,ダークセイバー,Dark Savior,Master,18,154,76,0,0,35,2,4.9,80,0,20,ok,-1,1,0,0,0,0,0,0,1,0,0,129,40,0,2,3,0,3,2,-3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,闇属性追加攻撃,Darkness attribute additional attack,TRUE,,,,,0%,,,,,,,,,
10310506,One-Handed Sword,ルジストル,Rujisutoru,Normal,26,223,227,0,0,35,2,4,80,0,20,ok,23,1,0,0,0,1,0,0,1,1,1,913,40,0,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,,,FALSE,,,,,0%,,,,,,,,,E
10310601,One-Handed Sword,ウェルブレード,Well blade,Good,19,130,0,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,0,0,0,1,0,1,641,30,0,-1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,センチネルガード,Sentinel guard,TRUE,,,,,0%,,,,,,,,,A
10310602,One-Handed Sword,ペイルソード,Peirusodo,Normal,23,166,177,0,0,35,2,4,80,0,20,ok,22,1,0,0,0,1,0,0,1,1,1,913,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,,,FALSE,,,,,0%,,,,,,,,,E
10310603,One-Handed Sword,ハーピュリア,Hapyuria,Master,20,152,154,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,80,70,0,6,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,プロテクション,protection,TRUE,沈黙,silence,チンモク,Silence,-2%,,,,,,,,,A
10310605,One-Handed Sword,ネザーファイナー,Nether Finer,Normal,25,206,223,0,0,35,2,4,80,0,20,ok,23,1,0,0,0,1,0,0,1,1,1,913,30,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,,,FALSE,,,,,0%,,,,,,,,,E
10310606,One-Handed Sword,チェミストルソード,Choi mist Le Sword,Master,17,120,0,0,0,35,2,4,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,100,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,44,-1,,最大 HP による物理防御力上昇,Physical defense force increase by up to HP,TRUE,,,,,0%,,,,,,,,,
10310702,One-Handed Sword,ヤドリギの剣,Sword of mistletoe,Master,12,85,60,0,0,13,2,4.8,70,20,10,ok,-1,1,0,0,0,1,0,0,1,1,1,913,-30,-20,5,3,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,33,-1,,HP 吸収,HP absorption,TRUE,,,,,0%,,,,,,,,,
10310703,One-Handed Sword,オトギリの剣,Sword of Otogiri,Master,23,203,217,0,0,35,2,6,80,0,20,ok,32,0,0,0,0,0,0,0,1,0,1,640,0,0,7,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,通常攻撃時 HP 回復,Normal attack when HP recovery,TRUE,,,,,0%,,,,,,,,,E
10310706,One-Handed Sword,ソーアヴラ,Soavura,Master,26,256,273,0,0,35,2,3.9,80,0,20,ok,33,1,0,0,0,1,0,0,1,1,1,913,140,0,8,9,2,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,地属性ダメージ増加,Earth attribute damage increase,TRUE,,,,,0%,,,,,,,,,E
10310801,One-Handed Sword,ディバインブレイド,Divine Blade,Good,23,173,185,0,0,35,2,4,80,0,20,ok,27,1,0,0,0,1,0,0,1,1,1,913,25,50,5,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,ゾンビキラー,Zombie Killer,TRUE,,,,,0%,,,,,,,,,E
10310802,One-Handed Sword,ホーリーアヴェンジャー,Holy Avenger,Master,19,142,144,0,0,35,2,4,80,0,20,ok,30,1,0,0,0,0,0,0,1,0,1,641,100,50,0,5,4,-4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,48,-1,,PIE による物理攻撃力上昇,Physical attack power rise due to PIE,TRUE,物理防御力低下,Decreased physical defense force,フツリホウキヨリヨクテイカ,Hutu Li broom better Tayca,-5%,,,,,,,,,E
10310805,One-Handed Sword,ロードオーダー,Load order,Artifact,26,451,546,0,0,85,2,4.1,80,0,20,ok,0,0,0,0,0,0,0,0,1,0,0,128,260,60,6,14,-2,-2,0,9,5,0,0,20,0,20,10,10,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,70,-1,Law,死亡時周囲リジェネ,At death around Regenerating,TRUE,物理攻撃力低下,Reduced physical attack power,フツリコウケキリヨクテイカ,Hutu Rico Uke Kiri well Tayca,-20%,,,,,,,,,E
10310901,One-Handed Sword,カシナートの剣,Sword of Kashinato,Epic,22,182,190,0,0,30,2,8,80,0,20,ok,36,1,0,0,0,1,0,0,1,1,1,913,90,0,8,10,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,-1,,攪拌,Stirring,TRUE,,,,,0%,,,,,[未鑑定] ？調理器具,[Unidentified]? kitchenware,,,E
10311001,One-Handed Sword,ビームセイバー,Beam Saber,Epic,24,240,210,0,0,120,2,1.2,50,0,50,ok,37,1,0,0,0,1,0,0,1,1,1,913,220,0,5,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,58,-1,,モンスターの物理防御力を無視,Ignore the physical defense of the monster,TRUE,,,,,0%,現代の技術者ではまるで理解のできない、ドラグーンの理で作成されているようだ。一度分解してしまうと、二度と使用できなくなってしまうだろう。,"Can not be like an understanding in modern engineer, it seems to have been created in the management of Dragoon. Once will be decomposed, it will no longer be used again.",,,[未鑑定] ？筒,[Unidentified]? Tube,,,E
10380101,One-Handed Sword,ブルーサーベル,Blue saber,Normal,11,74,0,0,0,41,2,3.4,80,0,20,ok,16,1,0,0,0,1,0,0,1,1,1,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,E
10390102,One-Handed Sword,レディアントソード,Radiant Sword,Normal,16,91,0,0,0,50,2,0.1,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,,,FALSE,,,,,0%,,,,,,,,,A
10390201,One-Handed Sword,朦朧の剣,Sword of lightheadedness,Legend,1,42,0,0,0,50,2,3.8,80,0,20,ok,-1,1,0,0,0,1,0,0,1,1,1,913,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,朦朧の主から受け取った武器。<br>『DIR EN GREY』 コラボアイテム。,"Weapons received from the Lord's stunned. <br> ""DIR EN GREY"" collaboration item.",,,,,,,A
10390202,One-Handed Sword,おぼろげなデスペレート,Dim despondent,Legend,1,36,0,0,0,40,2,0.9,0,0,100,ok,-1,1,0,0,0,1,0,0,1,1,1,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,異界の上級鍛冶師により作り上げられた特殊な長剣。<br>姿形がはっきりとせず、非常に頼りない。,"Special long sword that has been created by the alien world of senior smiths. Without <br> appearance form is clearly, not rely very much.",[イベント] <a href='http://www.wizardry-online.jp/event/20150428danmachi/'>ダンまちコラボ</a> (2015/04/28 - 2015/05/26),[Events] <a href='http://www.wizardry-online.jp/event/20150428danmachi/'> Dan town collaboration </a> (2015/04/28 - 2015/05/26),,,,,
