#,ID,String,Message type,Supports special tags
#Category name,,,,
#,,,,
SELF_BUFF_END,906,,SELF_BUFF_END,1
PARTY_BUFF_END,906,,PARTY_BUFF_END,1
ENEMY_BUFF_END,906,,ENEMY_BUFF_END,1
SELF_BUFF_START,907,"Information on the skill ""<buff name>"" has been updated. The current situation is ""7"".",SELF_BUFF_START,1
PARTY_BUFF_START,907,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""7"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,907,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""7"".",ENEMY_BUFF_START,1
SELF_BUFF_END,907,,SELF_BUFF_END,1
PARTY_BUFF_END,907,,PARTY_BUFF_END,1
ENEMY_BUFF_END,907,,ENEMY_BUFF_END,1
SELF_BUFF_START,908,"Information on the skill ""<buff name>"" has been updated. The current situation is ""8"".",SELF_BUFF_START,1
PARTY_BUFF_START,908,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""8"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,908,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""8"".",ENEMY_BUFF_START,1
SELF_BUFF_END,908,,SELF_BUFF_END,1
PARTY_BUFF_END,908,,PARTY_BUFF_END,1
ENEMY_BUFF_END,908,,ENEMY_BUFF_END,1
SELF_BUFF_START,909,"Information on the skill ""<buff name>"" has been updated. The current situation is ""9"".",SELF_BUFF_START,1
PARTY_BUFF_START,909,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""9"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,909,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""9"".",ENEMY_BUFF_START,1
SELF_BUFF_END,909,,SELF_BUFF_END,1
PARTY_BUFF_END,909,,PARTY_BUFF_END,1
ENEMY_BUFF_END,909,,ENEMY_BUFF_END,1
SELF_BUFF_START,910,"Information on the skill ""<buff name>"" has been updated. The current situation is ""10"".",SELF_BUFF_START,1
PARTY_BUFF_START,910,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""10"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,910,"For <target name>"","" the information for the skill ""<buff name>"" has been updated. The current situation is ""10"".",ENEMY_BUFF_START,1
SELF_BUFF_END,910,,SELF_BUFF_END,1
PARTY_BUFF_END,910,,PARTY_BUFF_END,1
ENEMY_BUFF_END,910,,ENEMY_BUFF_END,1
SELF_BUFF_START,911,"skill""? ?? ?? 』Has exceeded the limit. It will be ""<buff name>"".",SELF_BUFF_START,1
PARTY_BUFF_START,911,"<target name> is the skill ""? ?? ?? 』Has exceeded the limit. It will be ""<buff name>"".",PARTY_BUFF_START,1
ENEMY_BUFF_START,911,"<target name> is the skill ""? ?? ?? 』Has exceeded the limit. It will be ""<buff name>"".",ENEMY_BUFF_START,1
SELF_BUFF_END,911,,SELF_BUFF_END,1
PARTY_BUFF_END,911,,PARTY_BUFF_END,1
ENEMY_BUFF_END,911,,ENEMY_BUFF_END,1
SELF_SKILL_HIT,1,Removed the installed trap,SELF_SKILLUSE,
PARTY_SKILL_HIT,1,%s removed the installed trap,PARTY_SKILLUSE,
ENEMY_SKILL_HIT,1,%s removed the installed trap,ENEMY_SKILLUSE,
SELF_SKILL_HIT_INVALID,1,HP recovery was not effective,SELF_SKILLUSE,1
PARTY_SKILL_HIT_INVALID,1,<target name> had no HP recovery effect,PARTY_SKILLUSE,1
ENEMY_SKILL_HIT_INVALID,1,<target name> had no HP recovery effect,ENEMY_SKILLUSE,1
SELF_SKILL_HIT_INVALID,12,<skill name> had no effect,SELF_SKILLUSE,1
PARTY_SKILL_HIT_INVALID,12,<target name> was not affected by <skill name>,PARTY_SKILLUSE,1
ENEMY_SKILL_HIT_INVALID,12,<target name> was not affected by <skill name>,ENEMY_SKILLUSE,1
SELF_BUFF_MOVE,-3600,The effect was not transferred to <buff name>,SELF_BUFF_FAILED,1
PARTY_BUFF_MOVE,-3600,Could not transfer the effect of <buff name> to <target name>,PARTY_BUFF_FAILED,1
ENEMY_BUFF_MOVE,-3600,Could not transfer the effect of <buff name> to <target name>,ENEMY_BUFF_FAILED,1
SELF_BUFF_MOVE,1,The effect of <buff name> has been transferred,SELF_BUFF_START,1
PARTY_BUFF_MOVE,1,The effect of <buff name> has been moved to <target name>,PARTY_BUFF_START,1
ENEMY_BUFF_MOVE,1,Moved the effect of <buff name> to <target name>,ENEMY_BUFF_START,1
SELF_BUFF_EFFECT,1,The effect of the art of sky 蝉 has been activated,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,1,The effect of the sky 蝉 technique has been activated on <target name>,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,1,The effect of the sky 蝉 technique has been activated on <target name>,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,2,The effect of magic cancellation has been activated,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,2,The magic counter effect has been activated on <target name>,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,2,The magic counter effect has been activated on <target name>,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,3,Disables the invest effect,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,3,<target name> has disabled the invest effect,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,3,<target name> has disabled the invest effect,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,4,The effect of Courage has been activated,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,4,The effect of Courage has been activated on <target name>,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,4,The effect of Courage has been activated on <target name>,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,11,Reflected fire-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,11,<target name> reflected a fire-based attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,11,<target name> reflected a fire-based attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,12,Disables fire-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,12,<target name> has disabled fire-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,12,<target name> has disabled fire-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,13,Absorbed fire-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,13,<target name> has absorbed fire-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,13,<target name> has absorbed fire-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,14,Fire attribute mode!,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,14,<target name> is fire attribute mode!,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,14,<target name> is fire attribute mode!,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,21,Reflected water-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,21,<target name> reflected a water-based attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,21,<target name> reflected a water-based attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,22,Disables water-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,22,<target name> has disabled water-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,22,<target name> has disabled water-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,23,Absorbed water-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,23,<target name> has absorbed water-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,23,<target name> has absorbed water-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,24,Water attribute mode!,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,24,<target name> is water attribute mode!,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,24,<target name> is water attribute mode!,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,31,Reflected wind-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,31,<target name> reflected wind-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,31,<target name> reflected wind-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,32,Disabled wind-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,32,<target name> has disabled wind-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,32,<target name> has disabled wind-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,33,Absorbed wind-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,33,<target name> has absorbed wind-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,33,<target name> has absorbed wind-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,34,Wind attribute mode!,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,34,<target name> is the wind attribute mode!,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,34,<target name> is the wind attribute mode!,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,41,Reflected the attack of the earth attribute,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,41,<target name> reflected a ground-based attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,41,<target name> reflected a ground-based attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,42,Disables terrestrial attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,42,<target name> has disabled ground-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,42,<target name> has disabled ground-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,43,Absorbed terrestrial attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,43,<target name> has absorbed ground-based attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,43,<target name> has absorbed ground-based attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,44,Earth attribute mode!,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,44,<target name> is the ground attribute mode!,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,44,<target name> is the ground attribute mode!,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,51,Reflected the attack of the light attribute,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,51,<target name> reflected a light attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,51,<target name> reflected a light attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,52,Disables light-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,52,<target name> has disabled light attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,52,<target name> has disabled light attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,53,Absorbed light-based attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,53,<target name> has absorbed a light attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,53,<target name> has absorbed a light attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,61,Reflected the darkness attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,61,<target name> reflected a dark attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,61,<target name> reflected a dark attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,62,Disables darkness attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,62,<target name> has disabled darkness attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,62,<target name> has disabled darkness attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,63,Absorbed darkness attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,63,<target name> has absorbed darkness attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,63,<target name> has absorbed darkness attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,71,Reflected a physical attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,71,<target name> reflected a physical attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,71,<target name> reflected a physical attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,72,Disables physical attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,72,<target name> has disabled physical attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,72,<target name> has disabled physical attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,73,Absorbed physical attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,73,<target name> has absorbed a physical attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,73,<target name> has absorbed a physical attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,74,Disables physical attacks below a certain value,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,74,<target name> has disabled physical attacks below a certain value,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,74,<target name> has disabled physical attacks below a certain value,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,75,Avoided physical attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,75,<target name> evaded physical attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,75,<target name> evaded physical attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,81,Reflected a magical attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,81,<target name> reflected a magic attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,81,<target name> reflected a magic attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,82,Disables magic attacks,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,82,<target name> has disabled magic attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,82,<target name> has disabled magic attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,83,Absorbed magic attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,83,<target name> has absorbed magic attacks,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,83,<target name> has absorbed magic attacks,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,84,Disables magic attacks below a certain value,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,84,<target name> has disabled magic attacks below a certain value,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,84,<target name> has disabled magic attacks below a certain value,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,91,Reflected the attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,91,<target name> reflected the attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,91,<target name> reflected the attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,92,Disabled the attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,92,<target name> has disabled the attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,92,<target name> has disabled the attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,93,Absorbed the attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,93,<target name> absorbed the attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,93,<target name> absorbed the attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,94,Disables attacks below a certain value,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,94,<target name> has disabled attacks below a certain value,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,94,<target name> has disabled attacks below a certain value,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,101,Reflected a non-attribute attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,101,<target name> reflected a non-attribute attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,101,<target name> reflected a non-attribute attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,102,Missed attack,SYSTEM_NOTIFY,0
PARTY_BUFF_EFFECT,102,<target name> attack missed,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,102,<target name> attack missed,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,103,I disturbed Jumon,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,103,<target name> has disturbed Jumon,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,103,<target name> has disturbed Jumon,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,111,Reflected the attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,111,<target name> reflected the attack,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,111,<target name> reflected the attack,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,112,Invalidated the abnormal condition,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,112,,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,112,,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,113,Disables instant death attack,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,113,,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,113,,SYSTEM_NOTIFY,1
SELF_BUFF_EFFECT,901,My head is about to break! I didn't drink ...,SYSTEM_NOTIFY,1
PARTY_BUFF_EFFECT,901,,SYSTEM_NOTIFY,1
ENEMY_BUFF_EFFECT,901,,SYSTEM_NOTIFY,1
SELF_BUFF_START,1000,I was caught by Walker! The soul has been restored to the corpse.,SYSTEM_WARNING,0
PARTY_BUFF_START,1000,<target name> was caught by Walker! The soul has been restored to the corpse.,SYSTEM_NOTIFY,1
ENEMY_BUFF_START,1000,<target name> was caught by Walker! The soul has been restored to the corpse.,SYSTEM_NOTIFY,1
SELF_BUFF_END,1000,,SELF_BUFF_END,0
PARTY_BUFF_END,1000,,PARTY_BUFF_END,0
ENEMY_BUFF_END,1000,,ENEMY_BUFF_END,0
#Skill related logs,,,,
ENEMY_SKILL_CAST,1,"From the <action name>"","" I feel an extraordinary sign!",ENEMY_SKILLUSE,1
ENEMY_SKILL_CAST,2,"Now"","" move to the place you think is the correct answer!",ENEMY_SKILLUSE,1
ENEMY_SKILL_CAST,3,I feel an extraordinary sign from the shard!,ENEMY_SKILLUSE,1
ENEMY_SKILL_CAST,7,<action name> is trying to heal the wound! !!,ENEMY_SKILLUSE,1
SELF_SKILL_EXEC,1,I used <skill name>,SELF_SKILLUSE,1
PARTY_SKILL_EXEC,1,<action name> used <skill name>,PARTY_SKILLUSE,1
ENEMY_SKILL_EXEC,1,<action name> used <skill name>,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,2,<action name> laid an egg!,SYSTEM_NOTIFY,1
ENEMY_SKILL_EXEC,3,The egg has hatched,SYSTEM_NOTIFY,
ENEMY_SKILL_EXEC,4,<action name> summoned a companion!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,5,<action name> has summoned monsters!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,6,<skill name> has occurred,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,7,<action name> has changed!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,8,<action name> has withered!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,9,<action name> has evolved!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,10,<skill name>,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,11,<action name> disappeared,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,12,<skill name> of <action name>!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,13,<action name> is <skill name>!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,14,<action name> jumped to <target name>!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,15,<action name> is <skill name> in <target name>!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,16,<action name> has created an alter ego!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,17,<action name> sent <skill name>!,ENEMY_SKILLUSE,1
ENEMY_SKILL_EXEC,18,Sharde used <skill name>,ENEMY_SKILLUSE,1
SELF_PARTNER_SKILL_EXEC,1,<action name> used <skill name>,PARTNER_SKILLUSE,1
PARTY_PARTNER_SKILL_EXEC,1,<action name> used <skill name>,PARTNER_SKILLUSE,1
ENEMY_PARTNER_SKILL_EXEC,1,<action name> used <skill name>,PARTNER_SKILLUSE,1
SELF_SKILL_FAILED,1,Failed to activate the skill due to paralysis,SYSTEM_WARNING,
PARTY_SKILL_FAILED,1,%s failed to activate the skill due to paralysis,SYSTEM_WARNING,
ENEMY_SKILL_FAILED,1,%s failed to activate the skill due to paralysis,SYSTEM_WARNING,
SELF_SKILL_FAILED,2,Skill activation failed due to confusion,SYSTEM_WARNING,
PARTY_SKILL_FAILED,2,%s failed to activate skill due to confusion,SYSTEM_WARNING,
ENEMY_SKILL_FAILED,2,%s failed to activate skill due to confusion,SYSTEM_WARNING,
#Skill target related logs,,,,
SKILLTARGET,1,Insufficient range,SYSTEM_WARNING,
SKILLTARGET,2,The target target is invalid,SYSTEM_WARNING,
SKILLCAST_FAILED,-1,Failed to use <skill name>,SYSTEM_WARNING,1
SKILLCAST_FAILED,-236,That skill cannot be used in the city,SYSTEM_WARNING,
SKILLCAST_FAILED,-1300,Not enough HP,SYSTEM_WARNING,
SKILLCAST_FAILED,-1301,Not enough MP,SYSTEM_WARNING,
SKILLCAST_FAILED,-1302,Not enough OD,SYSTEM_WARNING,
SKILLCAST_FAILED,-1303,Not enough GP,SYSTEM_WARNING,
SKILLCAST_FAILED,-1304,Cannot be used due to cool time,SYSTEM_WARNING,
SKILLCAST_FAILED,-1305,"I haven't pulled out the sword"","" so I can't use it.",SYSTEM_WARNING,
SKILLCAST_FAILED,-1306,Cannot be used because it is being chanted,SYSTEM_WARNING,
SKILLCAST_FAILED,-1307,Insufficient <skill cost name>,SYSTEM_WARNING,1
SKILLCAST_FAILED,-1308,The number of traps placed is the limit,SYSTEM_WARNING,
SKILLCAST_FAILED,-1309,Cannot be used because it overlaps with the trap,SYSTEM_WARNING,
SKILLCAST_FAILED,-1310,Cannot be used because there are enemies in the trap placement range,SYSTEM_WARNING,
SKILLCAST_FAILED,-1311,There is no addition target,SYSTEM_WARNING,
SKILLCAST_FAILED,-1312,This skill can no longer be placed,SYSTEM_WARNING,
SKILLCAST_FAILED,-1320,The second trap has already been placed,SYSTEM_WARNING,
SKILLCAST_FAILED,-1321,The end trap has already been placed,SYSTEM_WARNING,
SKILLCAST_FAILED,-1322,The target target is invalid,SYSTEM_WARNING,
SKILLCAST_FAILED,-1325,The power level has not been used enough times.,SYSTEM_WARNING,
SKILLCAST_FAILED,-1326,A skill that was not set in a custom slot was used.,SYSTEM_WARNING,
SKILLCAST_FAILED,-1327,It cannot be used because the character level is insufficient.,SYSTEM_WARNING,
SKILLCAST_FAILED,-1328,It cannot be used because it does not meet the profession that can be cast.,SYSTEM_WARNING,
SKILLCAST_FAILED,-1329,Can only be cast when equipped with a shield.,SYSTEM_WARNING,
SKILLCAST_FAILED,-1330,You cannot cast during confusion.,SYSTEM_WARNING,
SKILLCAST_FAILED,-1331,Only available during stealth.,SYSTEM_WARNING,
SKILLCAST_FAILED,-1332,Not available at this location.,SYSTEM_WARNING,
SKILLCAST_FAILED,-1333,Insufficient use of skill equipment,SYSTEM_WARNING,
SKILLCAST_FAILED,GENERIC,Error: <errcode>,SYSTEM_WARNING,1
SKILLCAST_FAILED,5,<skill cost name> cannot be created anymore,SYSTEM_WARNING,1
SKILLCAST_FAILED,6,Failed to use%s,SYSTEM_WARNING,
SKILLREQUESTBASE_FROM_ITEM,GENERIC,Skill-based information acquisition request failed,SYSTEM_WARNING,
#Effect object related log,,,,
SELF_EOHIT,1,I hit the <eo name>! Received %d HP damage,ENEMY_ATTACK_HPDAMAGE,1
SELF_EOHIT,2,Burned in <eo name>! Received %d HP damage,ENEMY_ATTACK_HPDAMAGE,1
SELF_EOHIT,3,Stepped on <eo name>! Received %d HP damage,ENEMY_ATTACK_HPDAMAGE,1
SELF_EOHIT,4,<eo name> has flown! Received %d HP damage,ENEMY_ATTACK_HPDAMAGE,1
SELF_EOHIT,5,It was <eo name>! Received %d HP damage,ENEMY_ATTACK_HPDAMAGE,1
SELF_EOHIT,6,<eo name> has been activated! Received %d HP damage,ENEMY_ATTACK_HPDAMAGE,1
#Stealing log,,,,
SELF_STEAL,1,Stealed %2%s from%1%s,SELF_ITEMGET,
PARTY_STEAL,1,%1%s stole%3%s from%2%s,PARTY_ITEMGET,
ENEMY_STEAL,1,%2%s stolen from%1%s,SYSTEM_IMPORTANCE,
SELF_STEAL,2,Stealed %2%d gold from%1%s,SELF_ITEMGET,
PARTY_STEAL,2,%1%s stole%3%d gold from%2%s,PARTY_ITEMGET,
ENEMY_STEAL,2,%2%d gold stolen from%1%s,SYSTEM_IMPORTANCE,
SELF_STEAL,-901,Did not have the item,SELF_ITEMGET,
SELF_STEAL,-900,There is no space in the inventory,SELF_ITEMGET,
SELF_STEAL,-902,I couldn't steal the item,SELF_ITEMGET,
PARTY_STEAL,-901,Did not have the item,PARTY_ITEMGET,
# Paralysis related log,,,,
SELF_PARALYSIS,1,My body is paralyzed and I can't move,SYSTEM_NOTIFY,
PARTY_PARALYSIS,1,%s is paralyzed and unable to move,SYSTEM_NOTIFY,
ENEMY_PARALYSIS,1,%s is paralyzed and unable to move,SYSTEM_NOTIFY,
#Confused log,,,,
SELF_CONFUSION,1,I'm confused and can't move,SYSTEM_NOTIFY,
PARTY_CONFUSION,1,%s is confused and can't move,SYSTEM_NOTIFY,
ENEMY_CONFUSION,1,%s is confused and can't move,SYSTEM_NOTIFY,
#Other logs,,,,
WEIGHT_OVER,0,Step impossible! The equipment weight is over.,SYSTEM_WARNING,
WEIGHT_OVER,1,Impossible to dash! The equipment weight is over.,SYSTEM_WARNING,
WEIGHT_OVER,2,The equipment weight has exceeded the maximum weight.,SYSTEM_IMPORTANCE,
EMOTION_FAILED,0,Emotion cannot be used when the sword is pulled out.,SYSTEM_WARNING,
EMOTION_FAILED,1,Emotions are currently not possible.,SYSTEM_WARNING,
COMMAND_FAILED,0,This command is currently unavailable.,SYSTEM_WARNING,
#Party related logs,,,,
PARTY_ADD,0,%s is joining the party.,SYSTEM_NOTIFY,
PARTY_ADD,1,%s has joined the party.,SYSTEM_NOTIFY,
PARTY_ADD,10,I joined the party of %s.,SYSTEM_NOTIFY,
PARTY_REMOVE,0,%s has left the party,SYSTEM_NOTIFY,
PARTY_REMOVE,1,Exiled %s from the party.,SYSTEM_NOTIFY,
PARTY_REMOVE,2,%s was buried.,SYSTEM_NOTIFY,
PARTY_CANCEL,0,The invitation has been cancelled.,SYSTEM_NOTIFY,
PARTY_CANCEL,1,Participation has been cancelled.,SYSTEM_NOTIFY,
PARTY_CANCEL,2,I was refused to join the party.,SYSTEM_WARNING,
PARTY_CANCEL,GENERIC,Failed to recruit members.,SYSTEM_NOTIFY,
PARTY_RECRUIT,0,We have started recruiting members.,SYSTEM_NOTIFY,
PARTY_RECRUIT,1,We have stopped recruiting members.,SYSTEM_NOTIFY,
PARTY_RECRUIT,2,I requested to participate in the party.,SYSTEM_NOTIFY,
PARTY_RECRUIT,3,I have canceled my request to join the party.,SYSTEM_NOTIFY,
PARTY_RECRUIT,4,Member recruitment notification settings are complete.,SYSTEM_NOTIFY,
PARTY_RECRUIT,5,Member recruitment notification has been cancelled.,SYSTEM_NOTIFY,
PARTY_RECRUIT,-807,The number of applicants has reached the maximum.,SYSTEM_NOTIFY,
PARTY_RECRUIT,-820,I'm not a party leader.,SYSTEM_NOTIFY,
PARTY_RECRUIT,-823,"Since it is a closed party"","" we cannot recruit members.",SYSTEM_NOTIFY,
